"","region","year_group","country_txt","type_sankey","target_sankey","dbsource_sankey","count_attacks","kills","wounded"
"1571","Middle East & North Africa","2005-2009","Algeria","Bombing/Explosion","Police","ISVG",6,102,115
"1572","Middle East & North Africa","2005-2009","Algeria","Bombing/Explosion","Police","Other Source",76,99,145
"1573","Middle East & North Africa","2005-2009","Algeria","Bombing/Explosion","Business, Utilities & Communication","CETIS",3,0,5
"1574","Middle East & North Africa","2005-2009","Algeria","Bombing/Explosion","Business, Utilities & Communication","ISVG",5,14,20
"1575","Middle East & North Africa","2005-2009","Algeria","Bombing/Explosion","Business, Utilities & Communication","Other Source",17,25,23
"1576","Middle East & North Africa","2005-2009","Algeria","Bombing/Explosion","Unknown, religious & militia","ISVG",4,12,11
"1577","Middle East & North Africa","2005-2009","Algeria","Bombing/Explosion","Unknown, religious & militia","Other Source",22,9,9
"1578","Middle East & North Africa","2005-2009","Algeria","Bombing/Explosion","Government","CETIS",4,85,401
"1579","Middle East & North Africa","2005-2009","Algeria","Bombing/Explosion","Government","ISVG",2,4,2
"1580","Middle East & North Africa","2005-2009","Algeria","Bombing/Explosion","Government","Other Source",10,1,3
"1581","Middle East & North Africa","2005-2009","Algeria","Bombing/Explosion","Transportation","CETIS",2,2,18
"1582","Middle East & North Africa","2005-2009","Algeria","Bombing/Explosion","Transportation","ISVG",3,20,3
"1583","Middle East & North Africa","2005-2009","Algeria","Bombing/Explosion","Transportation","Other Source",15,1,10
"1584","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Private Citizens & Property","CETIS",4,28,7
"1585","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Private Citizens & Property","ISVG",2,2,0
"1586","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Private Citizens & Property","Other Source",26,52,28
"1587","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Military","CETIS",2,28,19
"1588","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Military","ISVG",3,13,0
"1589","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Military","Other Source",29,94,56
"1590","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Police","CETIS",10,21,24
"1591","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Police","ISVG",5,10,3
"1592","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Police","Other Source",47,60,52
"1593","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Business, Utilities & Communication","CETIS",1,2,1
"1594","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Business, Utilities & Communication","Other Source",6,11,2
"1595","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Unknown, religious & militia","CETIS",1,0,1
"1596","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Unknown, religious & militia","Other Source",7,5,1
"1597","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Government","CETIS",2,18,7
"1598","Middle East & North Africa","2005-2009","Algeria","Armed Assault","Government","ISVG",1,1,0
"1599","Middle East & North Africa","2005-2009","Algeria","Assassination","Private Citizens & Property","CETIS",1,1,0
"1600","Middle East & North Africa","2005-2009","Algeria","Assassination","Private Citizens & Property","Other Source",12,11,1
"1601","Middle East & North Africa","2005-2009","Algeria","Assassination","Military","Other Source",1,3,0
"1602","Middle East & North Africa","2005-2009","Algeria","Assassination","Police","Other Source",6,5,2
"1603","Middle East & North Africa","2005-2009","Algeria","Assassination","Unknown, religious & militia","CETIS",1,1,0
"1604","Middle East & North Africa","2005-2009","Algeria","Assassination","Unknown, religious & militia","Other Source",2,3,0
"1605","Middle East & North Africa","2005-2009","Algeria","Assassination","Government","ISVG",1,1,0
"1606","Middle East & North Africa","2005-2009","Algeria","Assassination","Government","Other Source",10,6,8
"1607","Middle East & North Africa","2005-2009","Algeria","Hostage Taking","Private Citizens & Property","CETIS",1,0,0
"1608","Middle East & North Africa","2005-2009","Algeria","Hostage Taking","Private Citizens & Property","Other Source",19,23,4
"1609","Middle East & North Africa","2005-2009","Algeria","Hostage Taking","Military","ISVG",1,1,0
"1610","Middle East & North Africa","2005-2009","Algeria","Hostage Taking","Police","Other Source",1,3,0
"1611","Middle East & North Africa","2005-2009","Algeria","Hostage Taking","Business, Utilities & Communication","ISVG",1,0,0
"1612","Middle East & North Africa","2005-2009","Algeria","Hostage Taking","Business, Utilities & Communication","Other Source",2,1,1
"1613","Middle East & North Africa","2005-2009","Algeria","Hostage Taking","Government","ISVG",1,1,0
"1614","Middle East & North Africa","2005-2009","Algeria","Hostage Taking","Government","Other Source",1,0,0
"1615","Middle East & North Africa","2005-2009","Algeria","Unknown","Private Citizens & Property","CETIS",1,2,0
"1616","Middle East & North Africa","2005-2009","Algeria","Unknown","Military","Other Source",6,10,10
"1617","Middle East & North Africa","2005-2009","Algeria","Unknown","Police","CETIS",2,4,0
"1618","Middle East & North Africa","2005-2009","Algeria","Unknown","Police","Other Source",6,9,1
"1619","Middle East & North Africa","2005-2009","Algeria","Unknown","Unknown, religious & militia","Other Source",1,3,0
"1620","Middle East & North Africa","2005-2009","Algeria","Unknown","Government","ISVG",1,1,0
"1621","Middle East & North Africa","2005-2009","Algeria","Facility/Infrastructure Attack","Private Citizens & Property","Other Source",1,0,0
"1622","Middle East & North Africa","2005-2009","Algeria","Facility/Infrastructure Attack","Business, Utilities & Communication","Other Source",1,0,0
"1623","Middle East & North Africa","2005-2009","Algeria","Facility/Infrastructure Attack","Transportation","CETIS",1,0,0
"1624","Middle East & North Africa","2005-2009","Algeria","Facility/Infrastructure Attack","Transportation","Other Source",1,0,0
"1625","Middle East & North Africa","2005-2009","Algeria","Hijacking","Transportation","CETIS",1,2,5
"1626","Middle East & North Africa","2005-2009","Bahrain","Bombing/Explosion","Police","ISVG",1,1,2
"1627","Middle East & North Africa","2005-2009","Bahrain","Bombing/Explosion","Business, Utilities & Communication","CETIS",1,0,0
"1628","Middle East & North Africa","2005-2009","Egypt","Bombing/Explosion","Private Citizens & Property","CETIS",3,110,204
"1629","Middle East & North Africa","2005-2009","Egypt","Bombing/Explosion","Private Citizens & Property","ISVG",1,1,25
"1630","Middle East & North Africa","2005-2009","Egypt","Bombing/Explosion","Unknown, religious & militia","ISVG",1,0,0
"1631","Middle East & North Africa","2005-2009","Egypt","Armed Assault","Private Citizens & Property","CETIS",1,0,8
"1632","Middle East & North Africa","2005-2009","Egypt","Armed Assault","Unknown, religious & militia","CETIS",3,1,5
"1633","Middle East & North Africa","2005-2009","Egypt","Hostage Taking","Police","ISVG",1,0,0
"1634","Middle East & North Africa","2005-2009","Iran","Bombing/Explosion","Private Citizens & Property","CETIS",4,13,191
"1635","Middle East & North Africa","2005-2009","Iran","Bombing/Explosion","Private Citizens & Property","ISVG",3,35,25
"1636","Middle East & North Africa","2005-2009","Iran","Bombing/Explosion","Military","CETIS",1,18,0
"1637","Middle East & North Africa","2005-2009","Iran","Bombing/Explosion","Police","CETIS",1,2,0
"1638","Middle East & North Africa","2005-2009","Iran","Bombing/Explosion","Police","ISVG",1,2,20
"1639","Middle East & North Africa","2005-2009","Iran","Bombing/Explosion","Business, Utilities & Communication","CETIS",3,9,15
"1640","Middle East & North Africa","2005-2009","Iran","Bombing/Explosion","Unknown, religious & militia","CETIS",1,0,0
"1641","Middle East & North Africa","2005-2009","Iran","Bombing/Explosion","Unknown, religious & militia","ISVG",5,33,253
"1642","Middle East & North Africa","2005-2009","Iran","Bombing/Explosion","Government","CETIS",4,0,11
"1643","Middle East & North Africa","2005-2009","Iran","Bombing/Explosion","Transportation","CETIS",2,0,0
"1644","Middle East & North Africa","2005-2009","Iran","Bombing/Explosion","Transportation","ISVG",1,0,0
"1645","Middle East & North Africa","2005-2009","Iran","Armed Assault","Private Citizens & Property","CETIS",1,12,1
"1646","Middle East & North Africa","2005-2009","Iran","Armed Assault","Private Citizens & Property","ISVG",1,1,0
"1647","Middle East & North Africa","2005-2009","Iran","Armed Assault","Military","CETIS",1,4,7
"1648","Middle East & North Africa","2005-2009","Iran","Armed Assault","Police","CETIS",1,2,0
"1649","Middle East & North Africa","2005-2009","Iran","Armed Assault","Police","ISVG",2,32,0
"1650","Middle East & North Africa","2005-2009","Iran","Armed Assault","Unknown, religious & militia","CETIS",1,1,0
"1651","Middle East & North Africa","2005-2009","Iran","Armed Assault","Government","CETIS",1,1,0
"1652","Middle East & North Africa","2005-2009","Iran","Armed Assault","Government","ISVG",3,2,3
"1653","Middle East & North Africa","2005-2009","Iran","Armed Assault","Transportation","ISVG",1,1,2
"1654","Middle East & North Africa","2005-2009","Iran","Hostage Taking","Private Citizens & Property","CETIS",3,1,0
"1655","Middle East & North Africa","2005-2009","Iran","Hostage Taking","Military","CETIS",1,0,0
"1656","Middle East & North Africa","2005-2009","Iran","Hostage Taking","Police","ISVG",1,0,0
"1657","Middle East & North Africa","2005-2009","Iran","Hostage Taking","Business, Utilities & Communication","CETIS",1,0,0
"1658","Middle East & North Africa","2005-2009","Iran","Hostage Taking","Unknown, religious & militia","CETIS",1,0,5
"1659","Middle East & North Africa","2005-2009","Iran","Hostage Taking","Unknown, religious & militia","ISVG",1,0,0
"1660","Middle East & North Africa","2005-2009","Iran","Unknown","Military","ISVG",1,1,0
"1661","Middle East & North Africa","2005-2009","Iran","Unknown","Police","CETIS",1,10,0
"1662","Middle East & North Africa","2005-2009","Iran","Unknown","Unknown, religious & militia","ISVG",1,1,0
"1663","Middle East & North Africa","2005-2009","Iran","Unknown","Government","CETIS",1,22,7
"1664","Middle East & North Africa","2005-2009","Iran","Facility/Infrastructure Attack","Business, Utilities & Communication","ISVG",1,5,0
"1665","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Private Citizens & Property","CETIS",566,6341,13993
"1666","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Private Citizens & Property","ISVG",836,1977,6859
"1667","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Private Citizens & Property","Other Source",1,10,8
"1668","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Military","CETIS",188,912,1800
"1669","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Military","ISVG",12,57,124
"1670","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Military","Other Source",2,1,6
"1671","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Police","CETIS",394,1855,4635
"1672","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Police","ISVG",92,176,528
"1673","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Business, Utilities & Communication","CETIS",189,1244,2556
"1674","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Business, Utilities & Communication","ISVG",225,365,1443
"1675","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Unknown, religious & militia","CETIS",171,1169,2398
"1676","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Unknown, religious & militia","ISVG",138,530,1568
"1677","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Government","CETIS",149,442,1205
"1678","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Government","ISVG",187,557,2519
"1679","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Transportation","CETIS",78,403,764
"1680","Middle East & North Africa","2005-2009","Iraq","Bombing/Explosion","Transportation","ISVG",81,202,612
"1681","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Private Citizens & Property","CETIS",210,1272,745
"1682","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Private Citizens & Property","ISVG",59,115,91
"1683","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Military","CETIS",41,137,51
"1684","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Military","ISVG",6,6,3
"1685","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Police","CETIS",140,386,232
"1686","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Police","ISVG",52,52,23
"1687","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Business, Utilities & Communication","CETIS",66,190,75
"1688","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Business, Utilities & Communication","ISVG",27,25,22
"1689","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Unknown, religious & militia","CETIS",28,66,39
"1690","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Unknown, religious & militia","ISVG",30,68,73
"1691","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Government","CETIS",79,131,67
"1692","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Government","ISVG",74,68,39
"1693","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Transportation","CETIS",16,63,78
"1694","Middle East & North Africa","2005-2009","Iraq","Armed Assault","Transportation","ISVG",3,8,14
"1695","Middle East & North Africa","2005-2009","Iraq","Assassination","Private Citizens & Property","CETIS",23,100,5
"1696","Middle East & North Africa","2005-2009","Iraq","Assassination","Private Citizens & Property","ISVG",13,53,152
"1697","Middle East & North Africa","2005-2009","Iraq","Assassination","Military","CETIS",7,11,99
"1698","Middle East & North Africa","2005-2009","Iraq","Assassination","Military","ISVG",6,30,69
"1699","Middle East & North Africa","2005-2009","Iraq","Assassination","Police","CETIS",43,67,119
"1700","Middle East & North Africa","2005-2009","Iraq","Assassination","Police","ISVG",26,52,95
"1701","Middle East & North Africa","2005-2009","Iraq","Assassination","Business, Utilities & Communication","CETIS",11,17,1
"1702","Middle East & North Africa","2005-2009","Iraq","Assassination","Business, Utilities & Communication","ISVG",2,2,13
"1703","Middle East & North Africa","2005-2009","Iraq","Assassination","Unknown, religious & militia","CETIS",25,51,19
"1704","Middle East & North Africa","2005-2009","Iraq","Assassination","Unknown, religious & militia","ISVG",24,41,71
"1705","Middle East & North Africa","2005-2009","Iraq","Assassination","Government","CETIS",95,149,128
"1706","Middle East & North Africa","2005-2009","Iraq","Assassination","Government","ISVG",59,45,149
"1707","Middle East & North Africa","2005-2009","Iraq","Hostage Taking","Private Citizens & Property","CETIS",69,321,188
"1708","Middle East & North Africa","2005-2009","Iraq","Hostage Taking","Private Citizens & Property","ISVG",21,18,0
"1709","Middle East & North Africa","2005-2009","Iraq","Hostage Taking","Military","CETIS",5,0,0
"1710","Middle East & North Africa","2005-2009","Iraq","Hostage Taking","Military","ISVG",2,5,0
"1711","Middle East & North Africa","2005-2009","Iraq","Hostage Taking","Police","CETIS",10,52,0
"1712","Middle East & North Africa","2005-2009","Iraq","Hostage Taking","Business, Utilities & Communication","CETIS",46,56,5
"1713","Middle East & North Africa","2005-2009","Iraq","Hostage Taking","Business, Utilities & Communication","ISVG",7,1,1
"1714","Middle East & North Africa","2005-2009","Iraq","Hostage Taking","Unknown, religious & militia","CETIS",7,3,0
"1715","Middle East & North Africa","2005-2009","Iraq","Hostage Taking","Unknown, religious & militia","ISVG",4,3,0
"1716","Middle East & North Africa","2005-2009","Iraq","Hostage Taking","Government","CETIS",42,28,3
"1717","Middle East & North Africa","2005-2009","Iraq","Hostage Taking","Government","ISVG",10,12,0
"1718","Middle East & North Africa","2005-2009","Iraq","Hostage Taking","Transportation","CETIS",3,18,0
"1719","Middle East & North Africa","2005-2009","Iraq","Hostage Taking","Transportation","ISVG",2,11,0
"1720","Middle East & North Africa","2005-2009","Iraq","Unknown","Private Citizens & Property","CETIS",6,42,3
"1721","Middle East & North Africa","2005-2009","Iraq","Unknown","Private Citizens & Property","ISVG",2,2,1
"1722","Middle East & North Africa","2005-2009","Iraq","Unknown","Military","CETIS",1,0,6
"1723","Middle East & North Africa","2005-2009","Iraq","Unknown","Police","CETIS",2,1,5
"1724","Middle East & North Africa","2005-2009","Iraq","Unknown","Police","ISVG",1,1,0
"1725","Middle East & North Africa","2005-2009","Iraq","Unknown","Business, Utilities & Communication","ISVG",1,1,1
"1726","Middle East & North Africa","2005-2009","Iraq","Unknown","Unknown, religious & militia","CETIS",2,4,0
"1727","Middle East & North Africa","2005-2009","Iraq","Unknown","Unknown, religious & militia","ISVG",3,14,3
"1728","Middle East & North Africa","2005-2009","Iraq","Unknown","Government","CETIS",3,3,0
"1729","Middle East & North Africa","2005-2009","Iraq","Unknown","Government","ISVG",4,2,1
"1730","Middle East & North Africa","2005-2009","Iraq","Facility/Infrastructure Attack","Private Citizens & Property","CETIS",3,20,0
"1731","Middle East & North Africa","2005-2009","Iraq","Facility/Infrastructure Attack","Police","CETIS",1,18,0
"1732","Middle East & North Africa","2005-2009","Iraq","Facility/Infrastructure Attack","Police","ISVG",1,0,0
"1733","Middle East & North Africa","2005-2009","Iraq","Facility/Infrastructure Attack","Business, Utilities & Communication","CETIS",3,2,4
"1734","Middle East & North Africa","2005-2009","Iraq","Facility/Infrastructure Attack","Business, Utilities & Communication","ISVG",3,0,0
"1735","Middle East & North Africa","2005-2009","Iraq","Facility/Infrastructure Attack","Unknown, religious & militia","CETIS",2,20,0
"1736","Middle East & North Africa","2005-2009","Iraq","Facility/Infrastructure Attack","Government","CETIS",1,0,0
"1737","Middle East & North Africa","2005-2009","Iraq","Facility/Infrastructure Attack","Government","ISVG",2,0,0
"1738","Middle East & North Africa","2005-2009","Iraq","Unarmed Assault","Private Citizens & Property","CETIS",1,0,0
"1739","Middle East & North Africa","2005-2009","Iraq","Hijacking","Military","CETIS",1,12,0
"1740","Middle East & North Africa","2005-2009","Israel","Bombing/Explosion","Private Citizens & Property","CETIS",180,42,173
"1741","Middle East & North Africa","2005-2009","Israel","Bombing/Explosion","Private Citizens & Property","ISVG",78,7,175
"1742","Middle East & North Africa","2005-2009","Israel","Bombing/Explosion","Military","CETIS",24,29,32
"1743","Middle East & North Africa","2005-2009","Israel","Bombing/Explosion","Military","ISVG",4,0,0
"1744","Middle East & North Africa","2005-2009","Israel","Bombing/Explosion","Military","Other Source",1,0,5
"1745","Middle East & North Africa","2005-2009","Israel","Bombing/Explosion","Police","ISVG",3,2,0
"1746","Middle East & North Africa","2005-2009","Israel","Bombing/Explosion","Business, Utilities & Communication","CETIS",11,17,150
"1747","Middle East & North Africa","2005-2009","Israel","Bombing/Explosion","Business, Utilities & Communication","ISVG",6,1,11
"1748","Middle East & North Africa","2005-2009","Israel","Bombing/Explosion","Unknown, religious & militia","CETIS",2,0,0
"1749","Middle East & North Africa","2005-2009","Israel","Bombing/Explosion","Unknown, religious & militia","ISVG",1,0,2
"1750","Middle East & North Africa","2005-2009","Israel","Bombing/Explosion","Government","CETIS",1,0,0
"1751","Middle East & North Africa","2005-2009","Israel","Bombing/Explosion","Government","ISVG",4,0,0
"1752","Middle East & North Africa","2005-2009","Israel","Bombing/Explosion","Transportation","CETIS",1,1,48
"1753","Middle East & North Africa","2005-2009","Israel","Armed Assault","Private Citizens & Property","CETIS",11,18,31
"1754","Middle East & North Africa","2005-2009","Israel","Armed Assault","Private Citizens & Property","ISVG",2,2,2
"1755","Middle East & North Africa","2005-2009","Israel","Armed Assault","Military","CETIS",3,2,10
"1756","Middle East & North Africa","2005-2009","Israel","Armed Assault","Military","Other Source",2,1,0
"1757","Middle East & North Africa","2005-2009","Israel","Armed Assault","Police","CETIS",1,2,9
"1758","Middle East & North Africa","2005-2009","Israel","Armed Assault","Business, Utilities & Communication","CETIS",2,11,13
"1759","Middle East & North Africa","2005-2009","Israel","Armed Assault","Business, Utilities & Communication","ISVG",1,2,2
"1760","Middle East & North Africa","2005-2009","Israel","Armed Assault","Unknown, religious & militia","CETIS",1,0,1
"1761","Middle East & North Africa","2005-2009","Israel","Armed Assault","Government","CETIS",1,0,1
"1762","Middle East & North Africa","2005-2009","Israel","Armed Assault","Transportation","CETIS",1,1,0
"1763","Middle East & North Africa","2005-2009","Israel","Hostage Taking","Private Citizens & Property","CETIS",1,0,0
"1764","Middle East & North Africa","2005-2009","Israel","Hostage Taking","Military","CETIS",1,6,4
"1765","Middle East & North Africa","2005-2009","Israel","Hostage Taking","Military","Other Source",1,5,2
"1766","Middle East & North Africa","2005-2009","Israel","Facility/Infrastructure Attack","Private Citizens & Property","CETIS",1,0,0
"1767","Middle East & North Africa","2005-2009","Israel","Unarmed Assault","Private Citizens & Property","ISVG",1,4,45
"1768","Middle East & North Africa","2005-2009","Israel","Unarmed Assault","Police","ISVG",1,1,2
"1769","Middle East & North Africa","2005-2009","Jordan","Bombing/Explosion","Military","CETIS",1,1,1
"1770","Middle East & North Africa","2005-2009","Jordan","Bombing/Explosion","Business, Utilities & Communication","CETIS",3,61,100
"1771","Middle East & North Africa","2005-2009","Jordan","Armed Assault","Private Citizens & Property","CETIS",1,1,6
"1772","Middle East & North Africa","2005-2009","Kuwait","Bombing/Explosion","Private Citizens & Property","CETIS",1,0,0
"1773","Middle East & North Africa","2005-2009","Kuwait","Bombing/Explosion","Business, Utilities & Communication","CETIS",1,2,0
"1774","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Private Citizens & Property","CETIS",16,5,75
"1775","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Private Citizens & Property","ISVG",11,42,48
"1776","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Military","CETIS",5,12,7
"1777","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Military","ISVG",5,2,0
"1778","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Military","Other Source",1,5,2
"1779","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Police","CETIS",3,5,8
"1780","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Business, Utilities & Communication","CETIS",4,3,6
"1781","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Business, Utilities & Communication","ISVG",3,0,9
"1782","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Unknown, religious & militia","CETIS",2,0,0
"1783","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Unknown, religious & militia","ISVG",8,6,8
"1784","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Government","CETIS",15,49,107
"1785","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Government","ISVG",5,12,46
"1786","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Transportation","CETIS",1,3,20
"1787","Middle East & North Africa","2005-2009","Lebanon","Bombing/Explosion","Transportation","ISVG",1,18,43
"1788","Middle East & North Africa","2005-2009","Lebanon","Armed Assault","Private Citizens & Property","ISVG",9,28,80
"1789","Middle East & North Africa","2005-2009","Lebanon","Armed Assault","Military","CETIS",2,4,15
"1790","Middle East & North Africa","2005-2009","Lebanon","Armed Assault","Military","ISVG",2,4,2
"1791","Middle East & North Africa","2005-2009","Lebanon","Armed Assault","Police","CETIS",1,0,2
"1792","Middle East & North Africa","2005-2009","Lebanon","Armed Assault","Police","ISVG",1,10,47
"1793","Middle East & North Africa","2005-2009","Lebanon","Armed Assault","Unknown, religious & militia","ISVG",9,22,161
"1794","Middle East & North Africa","2005-2009","Lebanon","Armed Assault","Government","ISVG",1,0,0
"1795","Middle East & North Africa","2005-2009","Lebanon","Armed Assault","Transportation","ISVG",1,1,3
"1796","Middle East & North Africa","2005-2009","Lebanon","Assassination","Government","CETIS",2,5,38
"1797","Middle East & North Africa","2005-2009","Lebanon","Assassination","Government","ISVG",1,0,0
"1798","Middle East & North Africa","2005-2009","Lebanon","Hostage Taking","Unknown, religious & militia","ISVG",2,2,0
"1799","Middle East & North Africa","2005-2009","Lebanon","Facility/Infrastructure Attack","Private Citizens & Property","ISVG",1,0,0
"1800","Middle East & North Africa","2005-2009","Lebanon","Facility/Infrastructure Attack","Business, Utilities & Communication","ISVG",2,0,0
"1801","Middle East & North Africa","2005-2009","Lebanon","Facility/Infrastructure Attack","Government","ISVG",1,0,0
"1802","Middle East & North Africa","2005-2009","Libya","Hijacking","Transportation","CETIS",1,0,0
"1803","Middle East & North Africa","2005-2009","Libya","Hijacking","Transportation","ISVG",1,0,0
"1804","Middle East & North Africa","2005-2009","Morocco","Bombing/Explosion","Private Citizens & Property","CETIS",1,1,0
"1805","Middle East & North Africa","2005-2009","Morocco","Bombing/Explosion","Police","CETIS",2,8,21
"1806","Middle East & North Africa","2005-2009","Morocco","Bombing/Explosion","Business, Utilities & Communication","CETIS",3,4,5
"1807","Middle East & North Africa","2005-2009","Qatar","Bombing/Explosion","Private Citizens & Property","CETIS",1,2,12
"1808","Middle East & North Africa","2005-2009","Saudi Arabia","Bombing/Explosion","Business, Utilities & Communication","CETIS",1,4,8
"1809","Middle East & North Africa","2005-2009","Saudi Arabia","Armed Assault","Private Citizens & Property","CETIS",1,3,1
"1810","Middle East & North Africa","2005-2009","Saudi Arabia","Armed Assault","Military","ISVG",1,1,11
"1811","Middle East & North Africa","2005-2009","Saudi Arabia","Armed Assault","Police","CETIS",1,1,0
"1812","Middle East & North Africa","2005-2009","Saudi Arabia","Armed Assault","Police","ISVG",1,3,1
"1813","Middle East & North Africa","2005-2009","Saudi Arabia","Armed Assault","Government","CETIS",2,0,0
"1814","Middle East & North Africa","2005-2009","Saudi Arabia","Assassination","Government","ISVG",1,1,1
"1815","Middle East & North Africa","2005-2009","Syria","Bombing/Explosion","Private Citizens & Property","ISVG",1,18,14
"1816","Middle East & North Africa","2005-2009","Syria","Bombing/Explosion","Government","CETIS",1,5,0
"1817","Middle East & North Africa","2005-2009","Tunisia","Armed Assault","Police","CETIS",1,14,0
"1818","Middle East & North Africa","2005-2009","Tunisia","Hostage Taking","Private Citizens & Property","Other Source",2,0,0
"1819","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Private Citizens & Property","CETIS",21,26,227
"1820","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Private Citizens & Property","ISVG",6,21,158
"1821","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Military","CETIS",12,17,123
"1822","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Military","ISVG",2,9,0
"1823","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Police","CETIS",3,2,17
"1824","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Police","ISVG",2,2,12
"1825","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Business, Utilities & Communication","CETIS",18,7,154
"1826","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Business, Utilities & Communication","ISVG",7,1,17
"1827","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Business, Utilities & Communication","Other Source",1,0,6
"1828","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Unknown, religious & militia","Other Source",2,0,0
"1829","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Government","CETIS",15,10,28
"1830","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Government","ISVG",4,0,12
"1831","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Transportation","CETIS",14,9,50
"1832","Middle East & North Africa","2005-2009","Turkey","Bombing/Explosion","Transportation","ISVG",5,7,17
"1833","Middle East & North Africa","2005-2009","Turkey","Armed Assault","Private Citizens & Property","CETIS",1,3,1
"1834","Middle East & North Africa","2005-2009","Turkey","Armed Assault","Military","CETIS",10,24,22
"1835","Middle East & North Africa","2005-2009","Turkey","Armed Assault","Military","ISVG",1,1,5
"1836","Middle East & North Africa","2005-2009","Turkey","Armed Assault","Police","CETIS",5,7,10
"1837","Middle East & North Africa","2005-2009","Turkey","Armed Assault","Police","ISVG",4,14,12
"1838","Middle East & North Africa","2005-2009","Turkey","Armed Assault","Government","CETIS",1,1,4
"1839","Middle East & North Africa","2005-2009","Turkey","Armed Assault","Transportation","CETIS",1,0,1
"1840","Middle East & North Africa","2005-2009","Turkey","Armed Assault","Transportation","ISVG",1,0,0
"1841","Middle East & North Africa","2005-2009","Turkey","Assassination","Police","CETIS",1,0,0
"1842","Middle East & North Africa","2005-2009","Turkey","Assassination","Government","CETIS",1,1,0
"1843","Middle East & North Africa","2005-2009","Turkey","Hostage Taking","Private Citizens & Property","CETIS",3,0,0
